q_id,question,crop,question_type,llm,answer,time_s,tokens,rouge1,rouge2,rougeL,bleu1,bleu2,bleu4,meteor,relevance,completeness,practicality,heuristic_avg,combined_score
19,How to control leaf spot disease in greengram?,greengram,howto,Cohere — Command-R,"To control Cercospora leaf spot disease in greengram (also known as moong), farmers can take the following practical steps:

1. Identify the disease: Look for circular, brown, and necrotic spots on the leaves, which may coalesce and cover larger areas. This is a characteristic symptom of Cercospora leaf spot.

2. Rogue out diseased plants: Early in the season, identify and remove (rogue out) the diseased plants to prevent the spread of the disease. This helps in reducing the initial inoculum and minimizing further infection.

3. Grow tolerant varieties: Plant yellow mosaic virus-tolerant varieties of moong, such as ML 1808, ML 2056, and ML 818. These varieties have shown resistance or tolerance to the virus, which can help reduce the severity of the disease.

4. Practice good field hygiene: Maintain clean and healthy fields by removing crop debris and weeds, as they can serve as reservoirs for disease-causing pathogens.

5. Implement cultural practices:
   - Rotate crops: Avoid consecutive plantings of greengram or related legumes to disrupt the disease cycle.
   - Practice proper spacing: Ensure adequate spacing between plants to promote good air circulation, which can help prevent the spread of the disease.
   - Avoid overhead irrigation: Overhead watering can create favorable conditions for disease development. Consider using drip irrigation or other water-efficient methods.

6. Chemical control (if necessary):
   - Fungicides: In severe cases, consider using fungicides specifically labeled for Cercospora leaf spot control. Follow the instructions and recommendations provided by agricultural experts or local extension services.
   - Neem extract: As mentioned in the context, neem extract can be effective against certain pests. While it may not directly target the leaf spot disease, controlling pests can indirectly help reduce the disease pressure.

7. Monitor and scout regularly: Regularly inspect the crop for any signs of disease or pest infestation. Early",8.6,400.0,0.3279,0.2143,0.2459,0.1879,0.14,0.0933,0.4271,1.0,1.0,1.0,1.0,0.6368
19,How to control leaf spot disease in greengram?,greengram,howto,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.52,79,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0073,0.5,0.3,0.25,0.35,0.1759
19,How to control leaf spot disease in greengram?,greengram,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.5,13,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0073,0.5,0.3,0.25,0.35,0.1759
20,What is the sowing time for redgram in India?,redgram,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, I can give you the sowing time for redgram in India. 

According to the given information, the sowing time for redgram is not explicitly mentioned. However, we can infer that it is a rabi crop, as it is mentioned in the context of rabi crops.

From the context of pp_rabi.pdf, Page 73, we know that the optimum sowing time for desi gram under rainfed conditions is from 10 October to 25 October, and under irrigated conditions, both desi and kabuli gram should be sown from 25 October to 10 November.

However, this information is specific to desi and kabuli gram, not redgram. 

From the context of FIELD-CROPS-RABI-with-Multiple-choice-questions.pdf, Page 144, we know that the crop becomes ready for harvest in February-March, which is around 110-130 days after sowing.

Since the sowing time is not explicitly mentioned, I would recommend consulting the specific guidelines for redgram cultivation in your region or consulting with local agricultural experts.

However, based on the general information provided, it seems that the sowing time for redgram might be around October-November, but this is not explicitly confirmed.

To give a more accurate answer, I would need more specific information about the redgram variety and the region you are in.

If you have more information about the redgram variety and the region you are in, I would be happy to try and provide a more specific answer.",0.79,313,0.3699,0.2208,0.2382,0.2557,0.198,0.1266,0.4713,1.0,1.0,1.0,1.0,0.6507
20,What is the sowing time for redgram in India?,redgram,factual,Cohere — Command-R,"Based on the provided context, the sowing time for redgram in India varies depending on the region and irrigation conditions. 

For summer irrigated redgram, the sowing time is recommended to be between the 35th and 40th day of the sowing of the main crop, which suggests a sowing period of approximately 5-15 days. This is further supported by the information on page 275, which mentions the 48th day and 55th day as the first and second irrigation days, respectively, indicating a sowing period of around 10 days earlier. 

Therefore, for summer irrigated redgram, the optimal sowing time would be approximately 35-45 days after the sowing of the main crop, or around the 40th to 50th day of the main crop's sowing period. 

However, for specific districts like The Nilgiris and Kanyakumari, the sowing time may vary, as indicated on page 137 of AGRICULTURE.pdf. It is recommended to consult local agricultural advisory services or extension officers for precise sowing times in these districts. 

As for the other crops mentioned in the context, the sowing times are as follows: 

- Desi gram under rainfed conditions: 10 October to 25 October
- Desi and Kabuli gram under irrigated conditions: 25 October to 10 November
- No. 1 Ludhiana crop: 20 March to 10 April, with a risk of pre-monsoon showers if sown in the 3rd week of April

Please note that these are general guidelines, and local conditions and varieties may require further adjustments. It is always beneficial to seek advice from local agricultural experts or extension services for the most accurate and up-to-date information specific to your region.",7.99,398.0,0.3895,0.2398,0.2558,0.2542,0.2037,0.1359,0.5172,1.0,1.0,1.0,1.0,0.6623
20,What is the sowing time for redgram in India?,redgram,factual,Cerebras — GPT-OSS 120B,"**Sowing time for Red Gram (Desi Gram) in India**

| Condition | Recommended sowing window | Reason |
|-----------|---------------------------|--------|
| **Rain‑fed (dryland) fields** | **10 Oct – 25 Oct** | Soil is still warm enough for good germination, but temperatures are not yet high enough",0.76,400,0.2162,0.055,0.1622,0.1379,0.0694,0.0234,0.0771,0.5,0.7,0.5,0.5667,0.3432
20,What is the sowing time for redgram in India?,redgram,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the sowing time for redgram in India varies depending on the conditions:

- **Under rainfed conditions:** The optimum sowing time is from **10 October to 25 October**.
- **Under irrigated conditions:** The sowing time is from **25 October to 10 November**.

Additionally, another source mentions sowing from **20 March to 10 April**, but this appears to be for a different crop or a specific regional practice, as it also mentions a risk of pre-monsoon showers at maturity. The context does not specify which crop this refers to.

Therefore, the most relevant information for redgram sowing time is from the first two points.",1.13,146,0.6444,0.4382,0.4667,0.4571,0.3393,0.2176,0.6015,1.0,1.0,0.75,0.9167,0.6996
21,How to manage wilt disease in pigeonpea?,redgram,howto,Groq — LLaMA 3.1 8B,"Based on the provided context, to manage wilt disease in pigeonpea caused by Fusarium udum, follow these steps:

1. **Timing**: Apply the treatment 30 days after sowing.
2. **Crop Name**: Pigeonpea
3. **Quantity**:
   - P. fluorescens or T. asperellum: 2.5 kg / ha
   - Well decomposed FYM or sand: 50 kg / ha
4. **Steps**:
   - Mix P. fluorescens or T. asperellum with 50 kg of well decomposed FYM or sand.
   - Apply the mixture to the soil at 30 days after sowing.
   - Alternatively, you can also use carbendazim for spot drenching at 1 g/lit.

This will help in managing the wilt disease in pigeonpea.",0.58,185,0.5297,0.2951,0.4432,0.3546,0.2516,0.1643,0.4303,0.5,1.0,1.0,0.8333,0.6126
21,How to manage wilt disease in pigeonpea?,redgram,howto,Cohere — Command-R,"To manage wilt disease in pigeonpea, caused by Fusarium udum, you can follow these practical steps:

1. Apply the biological control agent *P. fluorescens* or *T. asperellum* at a rate of 2.5 kg per hectare, mixed with 50 kg of well-decomposed farmyard manure (FYM) or sand. This application should be done 30 days after sowing the pigeonpea crop.

2. Spot drench the affected areas with a chemical control agent, carbendazim, at a concentration of 1 gram per liter of water. This step helps target and control the wilt disease specifically.

By implementing these timely and targeted measures, you can effectively manage wilt disease in your pigeonpea crop, promoting healthier plant growth and reducing crop losses.",36.97,169.0,0.5473,0.3719,0.5174,0.4328,0.3277,0.2244,0.5481,0.5,1.0,1.0,0.8333,0.6463
21,How to manage wilt disease in pigeonpea?,redgram,howto,Cerebras — GPT-OSS 120B,"**Crop:** Pigeonpea (Cajanus cajan) – wilt caused by *Fusarium udum*  

**Management plan (based on the provided recommendations)**  

| Stage / Timing | Action | Quantity | How to apply |
|----------------|--------|----------|--------------|
| **Sowing** | Use disease‑free seed (no specific",1.12,400,0.2632,0.0893,0.193,0.1444,0.057,0.0143,0.1186,0.5,0.3,0.5,0.4333,0.2903
21,How to manage wilt disease in pigeonpea?,redgram,howto,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the advice for managing wilt disease in pigeonpea:

*   **Crop name:** Pigeonpea
*   **Disease/pest:** Wilt (caused by Fusarium udum)
*   **Treatment:**
    1.  Apply *P. fluorescens* or *T. asperellum* @ 2.5 kg / ha with 50 kg of well decomposed FYM or sand to the soil.
    2.  Spot drench with carbendazim @ 1 g/lit.
*   **Timing:** Apply the biological control agents at 30 days after sowing.
*   **Quantities:**
    *   Biological control: 2.5 kg/ha of *P. fluorescens* or *T. asperellum*
    *   Carrier: 50 kg/ha of well decomposed FYM or sand
    *   Chemical control: Carbendazim at 1 g/liter of water for spot drenching.",2.14,210,0.5027,0.3027,0.4064,0.3179,0.2255,0.1386,0.3928,0.5,1.0,1.0,0.8333,0.5967
22,What is the seed rate for soyabean per hectare?,soyabean,factual,Groq — LLaMA 3.1 8B,The recommended seed rate for soyabean per hectare is 65-75 kg/ha.,0.3,21,0.3714,0.2647,0.2857,0.0301,0.0251,0.0146,0.1633,1.0,0.3,1.0,0.7667,0.4877
22,What is the seed rate for soyabean per hectare?,soyabean,factual,Cohere — Command-R,"The recommended seed rate for soyabean per hectare is 65-75 kg/ha, as per the integrated pest management guidelines. This rate ensures optimal plant density and helps prevent insect and disease issues. It is important to follow the recommended seed rate to achieve good crop establishment and healthy growth.",13.74,62.0,0.486,0.2286,0.3364,0.4716,0.3012,0.1299,0.3214,1.0,0.7,1.0,0.9,0.6092
22,What is the seed rate for soyabean per hectare?,soyabean,factual,Cerebras — GPT-OSS 120B,The recommended seed rate for soybean is **65 – 75 kg per hectare**.,0.61,133,0.3478,0.3284,0.3478,0.0874,0.0767,0.0589,0.1936,0.5,0.3,0.75,0.5167,0.3769
22,What is the seed rate for soyabean per hectare?,soyabean,factual,Sarvam AI — Sarvam-105B,"Based on the context provided:

**Seed Rate:** 65-75 kg/ha

**Source:** [Source: Soyabean.pdf, Page 27]",0.61,40,0.3514,0.1944,0.2973,0.1658,0.1017,0.0312,0.1894,1.0,0.3,0.75,0.6833,0.4503
23,How to control soybean mosaic virus?,soyabean,howto,Groq — LLaMA 3.1 8B,"To control soybean mosaic virus, follow these steps:

1. **Rogue out virus-infected plants**: Remove infected plants up to 30 days after sowing to prevent the spread of the virus.
2. **Use insecticides to control the vector**: Apply thiamethoxam 25 WG @ 100 g/ha or methyl demeton @ 800 ml/ha or imidacloprid 17.8 SL @ 250 ml/ha at 30 and 45 days after sowing to control the vector (Bemisia tabaci or Thrips palmi).

Note: These insecticides should be applied as per the recommended schedule and rates to minimize the impact on beneficial insects and the environment.",0.52,148,0.6628,0.5294,0.6047,0.487,0.4082,0.2939,0.6238,0.5,1.0,1.0,0.8333,0.6898
23,How to control soybean mosaic virus?,soyabean,howto,Cohere — Command-R,"To control the soybean mosaic virus (caused by the Gemini virus), farmers should follow these steps:

1. Rogue out (remove) the virus-infected soybean plants within the first 30 days after sowing. This helps to prevent the spread of the virus.

2. Apply insecticide sprays to control the vector (carrier) of the virus, which is the Bemisia tabaci (whitefly). The recommended insecticides are:
   - Thiamethoxam 25 WG: Apply @ 100 g per hectare at 30 and 45 days after sowing.
   - Methyl demeton: Apply @ 800 ml per hectare at the same timings.
   - Imidacloprid 17.8 SL: Apply @ 250 ml per hectare at 30 and 45 days after sowing.

3. For seed production, it is crucial to use insect/disease-tolerant soybean varieties. The recommended seed rate is 65-75 kg per hectare.

4. Apply the appropriate fertilizers:
   - N (Nitrogen): 20 kg per hectare
   - P (Phosphorus): 60-80 kg per hectare
   - K (Potassium): 20 kg per hectare
   - S (Sulfur): 20 kg per hectare

5. Seed treatment is essential to prevent insect and disease issues. Treat seeds with Thiamethoxam 30% FS at a rate of 10 ml per hectare.

6. Regular monitoring and surveillance are vital. Conduct roving surveys at 15-day intervals to assess insect pest and disease situations. Keep records of these observations.

7. Collect insects, diseased plant parts, and other relevant samples while walking through the field. Use plastic bags and a sweep net for collection. Find a shaded area to discuss and draw observations as a group.

By following",247.02,400.0,0.3901,0.2118,0.2848,0.2174,0.1528,0.082,0.4674,0.5,1.0,1.0,0.8333,0.5697
23,How to control soybean mosaic virus?,soyabean,howto,Cerebras — GPT-OSS 120B,"**Soybean Mosaic (Yellow Mosaic – Gemini virus) – Practical Control Package**

| **Component** | **What to Do** | **How Much / When** | **Why it Helps** |
|---------------|----------------|---------------------|------------------|
| 1. **Rogue out infected plants** | Remove any soybean plants showing mosaic symptoms (yellow streaks, mottling) from the field. | Do this **as soon as symptoms appear** and repeat **up to 30 days after sowing**. | Eliminates the source of the virus and reduces the chance of the vector acquiring the virus from infected tissue. |
| 2. **Vector control – Bemisia tabaci (whitefly)** | Apply insecticide sprays to kill the whitefly, the main carrier of the virus. | • **First spray:** 30 days after sowing<br>• **Second spray:** 45 days after sowing",0.75,400,0.4494,0.1932,0.2584,0.1928,0.1141,0.0572,0.3853,0.5,1.0,1.0,0.8333,0.5605
23,How to control soybean mosaic virus?,soyabean,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.8,13,0.0238,0.0,0.0238,0.0002,0.0001,0.0,0.0142,0.5,0.3,0.25,0.35,0.1827
24,What is the irrigation schedule for groundnut kharif crop?,groundnut,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, the irrigation schedule for groundnut kharif crop is as follows:

- Normally grown as a rainfed crop.
- Irrigation once in a week from flowering to fruit maturity stage is good to increase the yield.

However, for optimal yield and to get the field vacated in time for the sowing of rabi season crops, a pre-sowing irrigation is recommended.

So, the recommended irrigation schedule for groundnut kharif crop is:

1. Pre-sowing irrigation (before sowing in end April to end May).
2. Irrigation once in a week from flowering to fruit maturity stage (after sowing).

Note: The fertilizer schedule mentioned in the context (1000:125:250 g NPK per tree) is not applicable for groundnut crop as it is mentioned for a different crop.",0.65,171,0.4945,0.2778,0.3626,0.3517,0.252,0.1433,0.4789,1.0,1.0,1.0,1.0,0.6849
24,What is the irrigation schedule for groundnut kharif crop?,groundnut,factual,Cohere — Command-R,"The irrigation schedule for the groundnut kharif crop is as follows:

- For rainfed groundnut cultivation, irrigation is essential and should be done once a week from the flowering stage until fruit maturity.
- To increase yield, it is recommended to irrigate the crop every week during this critical period.
- The optimal sowing time for kharif groundnut is from the end of April to the end of May, with a pre-sowing irrigation to ensure higher yields and timely field preparation for rabi season crops.
- If sown later, in the second fortnight of February, the crop may be affected by rains.
- The national average production of rabi groundnut is higher (1600 kg/ha) compared to kharif groundnut (1000 kg/ha).

So, to maximize yield, ensure timely sowing, and provide adequate irrigation during the flowering and fruit development stages.",28.85,194.0,0.4842,0.2128,0.2421,0.3248,0.2091,0.0814,0.4013,1.0,1.0,1.0,1.0,0.6512
24,What is the irrigation schedule for groundnut kharif crop?,groundnut,factual,Cerebras — GPT-OSS 120B,"**Crop:** Kharif Groundnut (Arachis hypogaea) – rain‑fed with optional supplemental irrigation  

**Irrigation schedule (based on the information available)**  

| Growth stage | Timing (relative to sow",0.73,400,0.2564,0.0526,0.1795,0.1365,0.0652,0.0166,0.1007,1.0,0.3,0.75,0.6833,0.4108
24,What is the irrigation schedule for groundnut kharif crop?,groundnut,factual,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.63,13,0.0317,0.0,0.0317,0.0013,0.0005,0.0002,0.0273,0.5,0.3,0.25,0.35,0.1863
25,How to control tikka leaf spot disease in groundnut?,groundnut,howto,Groq — LLaMA 3.1 8B,"I don't have enough information on this topic. The provided context only mentions the symptoms of various diseases in groundnut, such as stem rot, early leaf spot, alpha root, seed rot, stem rot, late leaf spot, and rust-brown colour pustule, but it does not provide any information on tikka leaf spot disease.",0.59,70,0.1926,0.0752,0.0889,0.1703,0.102,0.0429,0.1426,1.0,0.7,0.25,0.65,0.3834
25,How to control tikka leaf spot disease in groundnut?,groundnut,howto,Cohere — Command-R,"To control Tikka leaf spot disease in groundnut, an integrated pest management approach is recommended. Here are some practical steps:

1. Monitor and identify the disease: Look for the field symptoms of Tikka leaf spot, which include early leaf spot, late leaf spot, and rust. These symptoms can be identified by the presence of brown or rust-colored pustules on the leaves.

2. Implement deep ploughing: Deep ploughing is an important cultural practice. It should be done on bright, sunny days during May and June. This helps in preparing the field and reducing the risk of disease.

3. Install pheromone traps: Set up pheromone traps at a distance of 50 meters, with 5 traps per hectare. Use specific lures for pests like Spodoptera/Helicoverpa and leaf miners. Change the lures every 15-20 days and remove trapped moths daily to monitor and control pest populations.

4. Manual and sweep net collection: While walking through the field, manually collect insects and plant parts with disease symptoms in plastic bags. Use a sweep net to collect additional insects for further observation and identification.

5. Group discussion and drawing: Find a shaded area and gather in a small circle to discuss the observations and symptoms. Drawing and documenting the field symptoms can help in better understanding and identifying the disease.

6. Follow hygiene practices: Operators should take proper baths with soap after completing spraying activities. It is important to maintain personal hygiene to prevent the spread of diseases.

7. Clean nozzles: Do not blow nozzles with your mouth to clear blockages. Instead, clean them with water and a soft brush to avoid any contamination.

8. Stay updated with forewarning models: Utilize the developed forewarning model for late leaf spot and rust diseases in groundnut. This model, validated with a 10% deviation, can provide valuable insights and help in timely disease management.

9. Regular",178.2,400.0,0.2762,0.1028,0.1483,0.1561,0.0998,0.056,0.292,1.0,1.0,1.0,1.0,0.5966
25,How to control tikka leaf spot disease in groundnut?,groundnut,howto,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.75,263,0.0222,0.0,0.0222,0.0001,0.0,0.0,0.0119,0.5,0.3,0.25,0.35,0.182
25,How to control tikka leaf spot disease in groundnut?,groundnut,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.87,13,0.0222,0.0,0.0222,0.0001,0.0,0.0,0.0119,0.5,0.3,0.25,0.35,0.182
26,What is the recommended spacing for groundnut crop?,groundnut,factual,Groq — LLaMA 3.1 8B,"Based on the given context, the recommended spacings for groundnut crop are:

- For J 87 and M 522 (semi-spreading) varieties: 30 cm between rows and 22.5 cm between plants.
- For TG 37A and SG 99 (bunch type) varieties: 30 cm between rows and 15 cm between plants.
- Wherever groundnut ring mosaic (bud necrosis) is prevalent, adopt a spacing of 15cm x 15 cm.

So, the recommended spacing for groundnut crop is 30 cm x 15 cm (for TG 37A and SG 99) or 30 cm x 22.5 cm (for J 87 and M 522), depending on the variety.",0.48,156,0.764,0.6477,0.6517,0.6475,0.5898,0.4877,0.6551,1.0,1.0,0.0,0.6667,0.6531
26,What is the recommended spacing for groundnut crop?,groundnut,factual,Cohere — Command-R,"The recommended spacing for the groundnut crop depends on the variety being cultivated. For TG 37A and SG 99 (bunch type) varieties, a plant-to-plant spacing of 15 cm is recommended. For J 87 and M 522 (semi-spreading) varieties, a spacing of 22.5 cm is suggested. 

If groundnut ring mosaic (bud necrosis) is prevalent in the area, a spacing of 15 cm x 15 cm is advised for all varieties. This spacing helps manage the disease and ensure healthy plant growth. 

Additionally, it is important to note that groundnut should not be grown repeatedly in the same field to avoid soil-borne diseases and maintain soil health.",5.33,159.0,0.6738,0.4432,0.4278,0.5868,0.5043,0.4039,0.6192,1.0,1.0,0.25,0.75,0.6406
26,What is the recommended spacing for groundnut crop?,groundnut,factual,Cerebras — GPT-OSS 120B,"**Recommended Spacing for Groundnut (Peanut) in India**

| Variety (if you are using a specific one) | Row‑to‑row spacing | Plant‑to‑plant spacing (within the row) |
|-------------------------------------------|-------------------|------------------------------------------|
| **J 87** (semi‑spreading)                 | 30 cm             | 22.",0.78,400,0.3636,0.1111,0.2182,0.1869,0.0939,0.0356,0.1369,1.0,0.3,0.0,0.4333,0.311
26,What is the recommended spacing for groundnut crop?,groundnut,factual,Sarvam AI — Sarvam-105B,"Based on the context provided, the recommended spacing for groundnut crop depends on the variety and disease prevalence:

**For different varieties:**
- **J 87 and M 522 (semi-spreading varieties):** 22.5 cm between plants, with 30 cm between rows (30 x 22.5 cm spacing)
- **TG 37A and SG 99 (bunch type varieties):** 15 cm between plants, with 30 cm between rows (30 x 15 cm spacing)

**Special consideration:**
- **Where groundnut ring mosaic (bud necrosis) is prevalent:** Adopt a spacing of 15 cm x 15 cm (both between rows and plants)

**Note:** SG 99 is specifically mentioned as tolerant to bud necrosis disease.

The information comes from multiple sources in the context, with spacing recommendations varying slightly between documents but generally consistent on these measurements.",1.84,204,0.6832,0.5,0.5743,0.4368,0.3553,0.2656,0.6499,1.0,1.0,0.0,0.6667,0.605
27,What fertilizer dose should be applied to sunflower crop?,sunflower,factual,Groq — LLaMA 3.1 8B,"Based on the given context, the fertilizer dose for sunflower crop is as follows:

- Nitrogen: No specific nitrogen dose is mentioned in the context, so I don't have enough information on this topic.
- Phosphorus: Apply superphosphate for phosphorus application. No specific dose is mentioned, but it is recommended to apply 12 kg K2O (20 kg muriate of potash) on soils testing low in K, and 24 kg K2O (40 kg muriate of potash) per acre in Hoshiarpur, Shaheed Bhagat Singh Nagar, and Rupnagar districts.
- Potash: Apply 12 kg K2O (20 kg muriate of potash) on soils testing low in K, and 24 kg K2O (40 kg muriate of potash) per acre in Hoshiarpur, Shaheed Bhagat Singh Nagar, and Rupnagar districts.

It is recommended to apply these fertilizers at the time of sowing or as per the requirement of the crop.",0.53,223,0.4976,0.3547,0.3902,0.3588,0.295,0.2314,0.713,1.0,1.0,1.0,1.0,0.729
27,What fertilizer dose should be applied to sunflower crop?,sunflower,factual,Cohere — Command-R,"To ensure optimal growth and yield of your sunflower crop, it is recommended to apply a fertilizer dose that includes potassium (K2O) and phosphorus (P). The specific amounts vary based on the soil's nutrient levels and the region you are farming in. 

For soils testing low in potassium (K), apply 12 kg of K2O (20 kg of muriate of potash) per acre. In specific districts like Hoshiarpur, Shaheed Bhagat Singh Nagar, and Rupnagar, the recommended dose is higher at 24 kg K2O (40 kg muriate of potash) per acre. 

As for phosphorus, it is preferable to use superphosphate for application as it also contains sulfur, an essential micronutrient for plant growth. The dose for phosphorus application should be determined based on soil testing results. 

It is important to note that the efficiency of fertilizer application can be improved by adopting proper irrigation methods. The furrow method of irrigation is suitable for sunflower crops in all soil types, and the sprinkler method can be used on sand dunes, light soils, and areas with water scarcity. 

Remember to always refer to local agricultural extension services or experts for precise fertilizer recommendations based on your specific soil conditions and regional guidelines.",9.18,258.0,0.4639,0.3142,0.3194,0.3158,0.2557,0.1767,0.7005,1.0,1.0,1.0,1.0,0.7076
27,What fertilizer dose should be applied to sunflower crop?,sunflower,factual,Cerebras — GPT-OSS 120B,"**Crop:** Sunflower (Rabi‑season)

**Fertiliser programme (as given in the source)**  

| Soil / Location | Potash (K₂O) | Source (Muriate of Potash) | Phosphorus | Source |
|-----------------|--------------|---------------------------|------------|--------|
| Soils testing low in K | **12 kg K₂O ha⁻¹** (≈ 20 kg muriate of potash) | Muriate of potash | – | – |
| Hoshiarpur, Shaheed Bhagat Singh Nagar, Rupnagar districts | **24 kg K₂O acre⁻¹** (≈ 40 kg muriate of potash) | Muriate of potash | – | – |
| All sunflower fields (general P requirement",0.78,400,0.5077,0.2812,0.3538,0.2256,0.1745,0.1178,0.3836,1.0,1.0,0.5,0.8333,0.587
27,What fertilizer dose should be applied to sunflower crop?,sunflower,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the fertilizer dose for sunflower crop is as follows:

- **Crop name:** Sunflower
- **Disease/pest:** Not applicable
- **Treatment:** Fertilizer application
- **Timing:** Before sowing (as part of soil preparation)
- **Quantities:**
    - For soils testing low in K: 12 kg K₂O (equivalent to 20 kg muriate of potash) per acre.
    - In Hoshiarpur, Shaheed Bhagat Singh Nagar, and Rupnagar districts: 24 kg K₂O (equivalent to 40 kg muriate of potash) per acre.

The context also mentions that superphosphate is recommended for phosphorus application as it contains sulphur.",1.33,153,0.6405,0.4503,0.5359,0.4361,0.3543,0.2543,0.7297,1.0,1.0,1.0,1.0,0.7701
28,How to manage downy mildew in sunflower?,sunflower,howto,Groq — LLaMA 3.1 8B,"To manage downy mildew in sunflower, I would recommend the following steps:

1. **Pre-treatment of seeds**: Treat sunflower seeds with Tagron 35 WS (metalaxyl) @ 6 g per kg seed. Make a slurry in water and dry the seeds before sowing to prevent the fungus from affecting the crop.

2. **Crop management**: Ensure that the crop is sown in a field where no sunflower had been grown in the previous year. This will reduce the risk of downy mildew infection.

3. **Irrigation management**: Use furrow method of irrigation, which is suitable for sunflower crop in all types of soils. This method helps to reduce the risk of downy mildew infection.

4. **Crop spacing and arrangement**: Plant the crop at a distance of 60 cm between lines, with a ratio of A and R lines of 3:1. The first two border rows on either side should be sown with R line for adequate supply of pollens.

5. **Monitoring and control**: Regularly monitor the crop for signs of downy mildew, and take control measures if necessary.",0.68,238,0.1842,0.0265,0.1404,0.1279,0.0484,0.0092,0.2167,1.0,1.0,1.0,1.0,0.5688
28,How to manage downy mildew in sunflower?,sunflower,howto,Cohere — Command-R,"To manage downy mildew in sunflower, you can follow these steps:

1. Treat sunflower seeds with Tagron 35 WS (metalaxyl) at a rate of 6 grams per kilogram of seed. This fungicide treatment helps prevent the disease.

2. Prepare the fungicide slurry by mixing Tagron 35 WS with water as per the instructions on the product label. Ensure the seeds are thoroughly coated with the fungicide solution.

3. After treating the seeds, allow them to dry completely before sowing. This step is crucial to ensure the effectiveness of the fungicide and prevent any adverse effects on seed germination.

4. Sow the treated seeds at the recommended depth of 6-8 cm below the ridge top for ridge sowing or as per the instructions provided for flat sowing.

5. Maintain proper spacing between rows, with a distance of 60 cm between lines. Remember to sow the first two border rows on each side with the R line to ensure adequate pollen supply.

6. Carry out thinning, if necessary, about two weeks after germination to maintain optimal plant density and air circulation within the crop.

7. Ensure that no sunflower crop was grown in the selected field during the previous year to minimize the risk of disease carryover.

8. Monitor the crop regularly for any signs of downy mildew infection. Look for symptoms such as yellowing and curling of leaves, development of grayish-purple lesions, and the presence of fuzzy, white growth on the lower leaf surfaces.

9. If downy mildew is detected, consider applying appropriate fungicides as recommended by agricultural experts or extension services. Follow the instructions on the fungicide label for dosage and application timing.

10. Maintain good field hygiene by removing and destroying any severely infected plants to prevent the spread of the disease.

11. Practice crop rotation, avoiding consecutive sunflower crops in the same field, to disrupt the disease cycle and reduce the risk",8.31,400.0,0.1301,0.0218,0.0867,0.0901,0.0362,0.009,0.1923,1.0,1.0,1.0,1.0,0.5523
28,How to manage downy mildew in sunflower?,sunflower,howto,Cerebras — GPT-OSS 120B,"**Managing Downy Mildew in Sunflower – Practical Steps**

| Stage | What to Do | Quantity / Timing | How to Do It |
|-------|------------|-------------------|--------------|
| **1. Seed‑bed preparation** | Use a clean, disease‑free field (no sunflower grown in the previous season). | – | Choose a field that has not had sunflower the year before; this reduces the inoculum load. |
| **2. Seed treatment** | Treat sunflower seeds with a metalaxyl‑based fungicide (Tagron 35 WS). | **6 g metalaxyl per kg seed** | • Dissolve 6 g of Tagron 35 WS in enough",0.74,400,0.2576,0.0308,0.1818,0.1208,0.0404,0.0099,0.1451,1.0,1.0,1.0,1.0,0.5743
28,How to manage downy mildew in sunflower?,sunflower,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.42,13,0.0645,0.0,0.0323,0.002,0.0006,0.0002,0.0273,0.5,0.3,0.25,0.35,0.1905
29,What is the seed treatment recommended for sesame?,sesame,factual,Groq — LLaMA 3.1 8B,"Based on the given context, I don't have enough information on the specific seed treatment recommended for sesame. However, I can suggest a general seed treatment method that can be applied to sesame seeds.

From the given context, it is mentioned that the seeds can be treated with:

- Carbendazim or Thiram at 2 g/kg of seeds 24 hours before sowing
- Talc formulation of Trichoderma viride @ 4 g/kg seed
- Pseudomonas fluorescens @ 10 g/kg seed

Considering the general guidelines, I would recommend treating 1 kg of sesame seeds with 2 g of Thiram or Carbendazim 24 hours before sowing. This method is mentioned in multiple sources (Pages 132, 149, 163, and 174) and is a common practice for seed treatment.

Please note that this is a general recommendation and may not be specific to sesame seeds. If possible, consult a local agricultural expert or a specific guide for sesame cultivation for more accurate information.",0.79,213,0.3404,0.0858,0.1957,0.2571,0.0942,0.0141,0.2585,1.0,1.0,1.0,1.0,0.6011
